Building curiositybench-synth:latest with depths [2, 4, 6, 8] (k=20, m=6)...
  built.

Computing per-depth ceilings (total reachable branches)...
  depth 2: 66 total branches
  depth 4: 76 total branches
  depth 6: 86 total branches
  depth 8: 96 total branches

Running 48 (depth×strategy×seed) jobs on gemma-4-31B-it (parallel 12)...
2026-09-23 14:39:53,247 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-23 14:39:54,518 INFO: Plan 2: ḡ=18, γE[v]=0.0, Q=18.0 (fn)
2026-09-23 14:39:54,627 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-23 14:39:54,651 INFO: Plan 1: ḡ=75, γE[v]=6.0, Q=81.0 (fn)
2026-09-23 14:39:55,896 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-23 14:39:55,943 INFO: Plan 1: ḡ=87, γE[v]=0.0, Q=87.0 (fn)
2026-09-23 14:39:55,991 INFO: Plan 0: ḡ=17, γE[v]=35.0, Q=52.0 (fn)
2026-09-23 14:39:55,992 INFO: Plan 0: ḡ=8.5, γE[v]=19.1, Q=27.6 (bayes)
2026-09-23 14:39:55,992 INFO: Plan 1: ḡ=37.5, γE[v]=3.3, Q=40.8 (bayes)
2026-09-23 14:39:55,993 INFO: Plan 2: ḡ=6.0, γE[v]=18.8, Q=24.8 (bayes)
2026-09-23 14:39:56,035 INFO: Plan 1: ḡ=75, γE[v]=0.0, Q=75.0 (fn)
2026-09-23 14:39:56,319 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-23 14:39:56,365 INFO: Plan 2: ḡ=12, γE[v]=0.0, Q=12.0 (fn)
2026-09-23 14:39:56,564 INFO: Plan 0: ḡ=17, γE[v]=26.0, Q=43.0 (fn)
2026-09-23 14:39:56,687 INFO: Plan 1: ḡ=87, γE[v]=0.0, Q=87.0 (fn)
2026-09-23 14:39:56,688 INFO: Plan 0: ḡ=8.5, γE[v]=18.7, Q=27.2 (bayes)
2026-09-23 14:39:56,688 INFO: Plan 1: ḡ=43.5, γE[v]=0.0, Q=43.5 (bayes)
2026-09-23 14:39:56,688 INFO: Plan 2: ḡ=6.0, γE[v]=18.8, Q=24.8 (bayes)
2026-09-23 14:39:56,707 INFO: Plan 0: ḡ=69, γE[v]=0.0, Q=69.0 (fn)
2026-09-23 14:39:56,708 INFO: Plan 0: ḡ=34.5, γE[v]=0.0, Q=34.5 (bayes)
2026-09-23 14:39:56,708 INFO: Plan 1: ḡ=43.5, γE[v]=0.0, Q=43.5 (bayes)
2026-09-23 14:39:56,708 INFO: Plan 2: ḡ=6.0, γE[v]=0.0, Q=6.0 (bayes)
2026-09-23 14:39:56,898 INFO: Plan 0: ḡ=17, γE[v]=0.0, Q=17.0 (fn)
2026-09-23 14:39:56,898 INFO: Plan 0: ḡ=8.5, γE[v]=0.0, Q=8.5 (bayes)
2026-09-23 14:39:56,898 INFO: Plan 1: ḡ=37.5, γE[v]=0.0, Q=37.5 (bayes)
2026-09-23 14:39:56,898 INFO: Plan 2: ḡ=9.0, γE[v]=0.0, Q=9.0 (bayes)
2026-09-23 14:39:57,366 INFO: Plan 1: ḡ=75, γE[v]=0.0, Q=75.0 (fn)
2026-09-23 14:39:57,511 INFO: Plan 1: ḡ=75, γE[v]=6.0, Q=81.0 (fn)
2026-09-23 14:39:57,731 INFO: Plan 0: ḡ=26, γE[v]=30.5, Q=56.5 (fn)
2026-09-23 14:39:57,731 INFO: Plan 0: ḡ=13.0, γE[v]=16.6, Q=29.6 (bayes)
2026-09-23 14:39:57,731 INFO: Plan 1: ḡ=37.5, γE[v]=3.3, Q=40.8 (bayes)
2026-09-23 14:39:57,731 INFO: Plan 2: ḡ=6.0, γE[v]=18.8, Q=24.8 (bayes)
2026-09-23 14:39:58,327 INFO: Plan 0: ḡ=17, γE[v]=0.0, Q=17.0 (fn)
2026-09-23 14:39:58,327 INFO: Plan 0: ḡ=8.5, γE[v]=0.0, Q=8.5 (bayes)
2026-09-23 14:39:58,327 INFO: Plan 1: ḡ=37.5, γE[v]=0.0, Q=37.5 (bayes)
2026-09-23 14:39:58,327 INFO: Plan 2: ḡ=6.0, γE[v]=0.0, Q=6.0 (bayes)
2026-09-23 14:40:10,058 INFO: Plan 2: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-23 14:40:10,059 INFO: Plan 0: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-23 14:40:10,126 INFO: Plan 1: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-23 14:40:10,126 INFO: Plan 0: ḡ=2.0, γE[v]=1.0, Q=3.0 (bayes)
2026-09-23 14:40:10,127 INFO: Plan 1: ḡ=3.0, γE[v]=0.5, Q=3.5 (bayes)
2026-09-23 14:40:10,127 INFO: Plan 2: ḡ=2.0, γE[v]=1.0, Q=3.0 (bayes)
2026-09-23 14:40:10,148 INFO: Plan 0: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-23 14:40:10,216 INFO: Plan 1: ḡ=9, γE[v]=0.0, Q=9.0 (fn)
2026-09-23 14:40:10,328 INFO: Plan 2: ḡ=6, γE[v]=3.0, Q=9.0 (fn)
2026-09-23 14:40:10,328 INFO: Plan 0: ḡ=2.0, γE[v]=1.0, Q=3.0 (bayes)
2026-09-23 14:40:10,328 INFO: Plan 1: ḡ=3.0, γE[v]=0.5, Q=3.5 (bayes)
