======================================================================
TestGenEval Lite
  Examples: 3 across 1 repos
    pydata/xarray: 3
  Strategies: ['random', 'greedy', 'cov_greedy', 'covqvalue2']
  Seeds: [42]
  Exec budget: 24
  Total runs: 12
======================================================================
  Connectivity: OK

Running 3 targets with 12 workers...
2026-09-23 01:06:36,852 INFO: Plan 2: ḡ=44, γE[v]=0.0, Q=44.0 (fn)
2026-09-23 01:06:36,952 INFO: Plan 0: ḡ=38, γE[v]=0.0, Q=38.0 (fn)
2026-09-23 01:06:37,059 INFO: Plan 1: ḡ=149, γE[v]=0.0, Q=149.0 (fn)
2026-09-23 01:06:37,060 INFO: Plan 0: ḡ=19.0, γE[v]=107.0, Q=126.0 (bayes)
2026-09-23 01:06:37,060 INFO: Plan 1: ḡ=74.5, γE[v]=79.2, Q=153.8 (bayes)
2026-09-23 01:06:37,060 INFO: Plan 2: ḡ=22.0, γE[v]=105.5, Q=127.5 (bayes)
2026-09-23 01:06:55,312 INFO: Plan 0: ḡ=267, γE[v]=0.0, Q=267.0 (fn)
2026-09-23 01:06:55,408 INFO: Plan 2: ḡ=267, γE[v]=0.0, Q=267.0 (fn)
2026-09-23 01:06:55,515 INFO: Plan 1: ḡ=93, γE[v]=60.5, Q=153.5 (fn)
2026-09-23 01:06:55,516 INFO: Plan 0: ḡ=133.5, γE[v]=0.0, Q=133.5 (bayes)
2026-09-23 01:06:55,516 INFO: Plan 1: ḡ=46.5, γE[v]=46.2, Q=92.7 (bayes)
2026-09-23 01:06:55,516 INFO: Plan 2: ḡ=133.5, γE[v]=0.0, Q=133.5 (bayes)
2026-09-23 01:07:12,031 INFO: Plan 2: ḡ=46, γE[v]=0.0, Q=46.0 (fn)
2026-09-23 01:07:12,167 INFO: Plan 0: ḡ=65, γE[v]=0.0, Q=65.0 (fn)
2026-09-23 01:07:12,315 INFO: Plan 1: ḡ=21, γE[v]=0.0, Q=21.0 (fn)
2026-09-23 01:07:12,316 INFO: Plan 0: ḡ=29.5, γE[v]=13.9, Q=43.4 (bayes)
2026-09-23 01:07:12,316 INFO: Plan 1: ḡ=9.3, γE[v]=24.0, Q=33.3 (bayes)
2026-09-23 01:07:12,316 INFO: Plan 2: ḡ=22.8, γE[v]=17.2, Q=40.1 (bayes)
2026-09-23 01:07:21,302 INFO: Plan 0: ḡ=78, γE[v]=0.0, Q=78.0 (fn)
2026-09-23 01:07:22,018 INFO: Plan 1: ḡ=224, γE[v]=32.0, Q=256.0 (fn)
2026-09-23 01:07:23,597 INFO: Plan 2: ḡ=329, γE[v]=26.0, Q=355.0 (fn)
2026-09-23 01:07:23,597 INFO: Plan 0: ḡ=39.0, γE[v]=88.2, Q=127.2 (bayes)
2026-09-23 01:07:23,597 INFO: Plan 1: ḡ=112.0, γE[v]=53.2, Q=165.2 (bayes)
2026-09-23 01:07:23,598 INFO: Plan 2: ḡ=164.5, γE[v]=26.7, Q=191.2 (bayes)
2026-09-23 01:07:31,156 INFO: Plan 1: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:07:31,280 INFO: Plan 2: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:07:33,833 INFO: Plan 0: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:07:33,833 INFO: Plan 0: ḡ=13.7, γE[v]=0.0, Q=13.7 (bayes)
2026-09-23 01:07:33,833 INFO: Plan 1: ḡ=13.7, γE[v]=0.0, Q=13.7 (bayes)
2026-09-23 01:07:33,833 INFO: Plan 2: ḡ=13.7, γE[v]=0.0, Q=13.7 (bayes)
2026-09-23 01:07:44,790 INFO: Plan 1: ḡ=19, γE[v]=0.0, Q=19.0 (fn)
2026-09-23 01:07:44,812 INFO: Plan 0: ḡ=8, γE[v]=0.0, Q=8.0 (fn)
2026-09-23 01:07:45,156 INFO: Plan 2: ḡ=36, γE[v]=0.0, Q=36.0 (fn)
2026-09-23 01:07:45,156 INFO: Plan 0: ḡ=3.8, γE[v]=9.8, Q=13.6 (bayes)
2026-09-23 01:07:45,156 INFO: Plan 1: ḡ=9.5, γE[v]=6.9, Q=16.4 (bayes)
2026-09-23 01:07:45,156 INFO: Plan 2: ḡ=17.8, γE[v]=2.8, Q=20.6 (bayes)
2026-09-23 01:07:57,824 INFO: Plan 2: ḡ=7, γE[v]=0.0, Q=7.0 (fn)
2026-09-23 01:07:57,905 INFO: Plan 1: ḡ=18, γE[v]=0.0, Q=18.0 (fn)
2026-09-23 01:07:58,164 INFO: Plan 0: ḡ=52, γE[v]=0.0, Q=52.0 (fn)
2026-09-23 01:07:58,165 INFO: Plan 0: ḡ=17.3, γE[v]=5.5, Q=22.8 (bayes)
2026-09-23 01:07:58,165 INFO: Plan 1: ḡ=8.2, γE[v]=10.1, Q=18.2 (bayes)
2026-09-23 01:07:58,165 INFO: Plan 2: ḡ=2.8, γE[v]=12.8, Q=15.6 (bayes)
2026-09-23 01:08:08,152 INFO: Plan 1: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:08:08,214 INFO: Plan 2: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:08:08,302 INFO: Plan 0: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:08:08,303 INFO: Plan 0: ḡ=10.2, γE[v]=0.0, Q=10.2 (bayes)
2026-09-23 01:08:08,303 INFO: Plan 1: ḡ=10.2, γE[v]=0.0, Q=10.2 (bayes)
2026-09-23 01:08:08,303 INFO: Plan 2: ḡ=10.2, γE[v]=0.0, Q=10.2 (bayes)
2026-09-23 01:08:18,078 INFO: Plan 0: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-23 01:08:18,168 INFO: Plan 2: ḡ=26, γE[v]=0.0, Q=26.0 (fn)
2026-09-23 01:08:18,316 INFO: Plan 1: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-23 01:08:18,317 INFO: Plan 0: ḡ=2.8, γE[v]=5.8, Q=8.6 (bayes)
2026-09-23 01:08:18,317 INFO: Plan 1: ḡ=3.0, γE[v]=5.7, Q=8.7 (bayes)
2026-09-23 01:08:18,317 INFO: Plan 2: ḡ=8.7, γE[v]=2.9, Q=11.5 (bayes)
2026-09-23 01:08:31,881 INFO: Plan 1: ḡ=7, γE[v]=0.0, Q=7.0 (fn)
2026-09-23 01:08:32,040 INFO: Plan 0: ḡ=19, γE[v]=0.0, Q=19.0 (fn)
2026-09-23 01:08:32,123 INFO: Plan 2: ḡ=3, γE[v]=0.0, Q=3.0 (fn)
2026-09-23 01:08:32,124 INFO: Plan 0: ḡ=7.7, γE[v]=2.2, Q=9.8 (bayes)
2026-09-23 01:08:32,124 INFO: Plan 1: ḡ=2.8, γE[v]=4.6, Q=7.4 (bayes)
2026-09-23 01:08:32,124 INFO: Plan 2: ḡ=1.5, γE[v]=5.2, Q=6.8 (bayes)
2026-09-23 01:08:41,560 INFO: Plan 2: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:08:41,622 INFO: Plan 1: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:08:41,954 INFO: Plan 0: ḡ=41, γE[v]=0.0, Q=41.0 (fn)
2026-09-23 01:08:41,955 INFO: Plan 0: ḡ=8.2, γE[v]=0.0, Q=8.2 (bayes)
2026-09-23 01:08:41,955 INFO: Plan 1: ḡ=8.2, γE[v]=0.0, Q=8.2 (bayes)
2026-09-23 01:08:41,955 INFO: Plan 2: ḡ=8.2, γE[v]=0.0, Q=8.2 (bayes)
2026-09-23 01:08:50,925 INFO: Plan 1: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-23 01:08:50,974 INFO: Plan 0: ḡ=6, γE[v]=0.0, Q=6.0 (fn)
2026-09-23 01:08:51,100 INFO: Plan 2: ḡ=27, γE[v]=0.0, Q=27.0 (fn)
2026-09-23 01:08:51,101 INFO: Plan 0: ḡ=2.8, γE[v]=4.8, Q=7.5 (bayes)
2026-09-23 01:08:51,101 INFO: Plan 1: ḡ=3.0, γE[v]=4.6, Q=7.6 (bayes)
2026-09-23 01:08:51,101 INFO: Plan 2: ḡ=6.8, γE[v]=2.8, Q=9.5 (bayes)
